dataset,seed,c,method_prior,true_prior,prior_error,test_ap,test_auc,test_max_f1,test_anice,test_snice,test_ece,test_mce,test_brier,convergence_epoch,test_ap_norm,test_auc_norm,test_max_f1_norm,test_anice_norm,test_snice_norm,test_ece_norm,test_mce_norm,test_brier_norm,convergence_epoch_norm,performance_score,calibration_score,convergence_score,overall_score
MNIST,42,0.1,0.2,0.5153484491086185,0.31534844910861853,0.9894238352894207,0.9923244387450626,0.9685205672332293,1.5151193670812582,2.131395645468974,0.2788039217459969,0.6536115210257833,0.17784250947929714,15,0.9838564202287194,0.990329275426618,0.9073981053455225,0.4498802600643476,0.24871341126001478,0.5066878221749718,0.332619051223906,0.6850816507418653,0.641025641025641,0.9605279336669533,0.4445964390930211,0.641025641025641,0.682050004595205
Mushrooms,42,0.5,1.0,0.5827175954915467,0.41728240450845333,1.0,1.0,1.0,1.0984619495641184,1.2523253245249166,0.002522214886517479,0.5541672110557556,0.0005466677407832744,6,1.0,1.0,1.0,0.31644502338411923,0.14533684535377725,0.99642466387203,0.4452733013507272,0.9991096753812628,0.8717948717948718,1.0,0.5805179018683833,0.8717948717948718,0.8174375912210851
Mushrooms,42,0.5,0.2,0.5827175954915467,0.38271759549154666,0.9909636293151272,0.9914589419462874,0.9656050955414013,2.369081957121356,4.867691516483641,0.38591692960262297,0.7083490192890167,0.2700845517005835,1,0.9862067795854027,0.9892388038790533,0.8988217690285684,0.7233632115910027,0.5704952570458363,0.3168193478244181,0.270610356885122,0.5217016976453002,1.0,0.9580891174976748,0.4805979741983359,1.0,0.8128956972320035
Mushrooms,42,0.9,1.0,0.6388075880758808,0.3611924119241192,1.0,1.0,1.0,1.0976874357317699,1.312158247865972,0.0016417724381272611,0.48954373598098755,0.0003412326467566998,6,1.0,1.0,1.0,0.3161969840304762,0.15237305394342326,0.9979853357995057,0.5184812016049651,0.9994735439082185,0.8717948717948718,1.0,0.5969020238573177,0.8717948717948718,0.8228989652173965
Mushrooms,42,0.9,0.2,0.6388075880758808,0.4388075880758808,0.9924441849624203,0.9931076952946065,0.9721166032953105,2.293895193352205,4.389664349855934,0.3268027839431396,0.7811827717288848,0.23916894793624682,1,0.9884667167981797,0.991316129431081,0.9179764329495081,0.6992845244082782,0.5142804062898796,0.42160505848176466,0.18810154599881945,0.5764596992174262,1.0,0.9659197597262562,0.47994624687923365,1.0,0.8152886688684967
20News,42,0.1,1.0,0.5880662609871535,0.41193373901284647,0.945296303933187,0.9299429772588867,0.8767377201112141,0.6573646026064383,0.448092350461809,0.10090735490892364,0.4694475789660031,0.11872409264021018,13,0.9164996475182438,0.9117325562447105,0.637403864875834,0.1751828583156247,0.050760972336111085,0.8220272045100083,0.5412468832174805,0.789792734080004,0.6923076923076923,0.8218786895462628,0.4758021304918458,0.6923076923076923,0.6633295041152669
20News,42,0.1,0.9,0.5880662609871535,0.3119337390128465,0.9476651413268931,0.934523456084687,0.87801593536079,0.6834726633882172,0.48642336280623794,0.10332856936859039,0.4214339531384982,0.11969536512004572,9,0.9201154682317992,0.9175036715634799,0.6411639438697581,0.18354400856332226,0.055268607652044846,0.8177353607392894,0.5956385222674934,0.7880724073355155,0.7948717948717949,0.8262610278883457,0.4880517813115331,0.7948717948717949,0.7030615346905579
20News,42,0.5,1.0,0.6606558518415373,0.3393441481584627,0.9621217882706653,0.9537873122608215,0.9092790617454295,0.8478671251872526,0.6792579102309757,0.08997584039272924,0.38075706618172783,0.09472401142116306,23,0.9421822608308759,0.9417749191130717,0.7331295379606387,0.23619161063840274,0.07794548892753211,0.8414044027146275,0.6417188279078017,0.8323018985505279,0.4358974358974359,0.8723622393015287,0.5259124457477784,0.4358974358974359,0.6113907069822476
20News,42,0.5,auto,0.6606558518415373,0.0,0.9563718407168041,0.9433449277756885,0.8977861516721619,0.29434995845122514,0.09737194619939886,0.04776623709284587,0.17229511737823489,0.09177244005388194,2,0.9334054745802244,0.9286181712361501,0.6993212652460956,0.0589268097616658,0.009517092157152582,0.9162251284309502,0.8778723547361476,0.8375297488879121,0.9743589743589743,0.8537816370208233,0.5400142267947656,0.9743589743589743,0.7893849460581878
Spambase,42,0.1,1.0,0.41679873217115687,0.5832012678288432,0.8955455730430787,0.93874719827799,0.8634590377113134,0.843907201293175,0.6787578278581164,0.18145141806797277,0.45000130228879975,0.13308623545607018,7,0.8405595581963952,0.9228253211554405,0.5983424510995395,0.2349234383706663,0.077886680437307,0.6792548307711145,0.5632763559695093,0.7643543747037858,0.8461538461538461,0.7872424434837918,0.46393913605047654,0.8461538461538461,0.6991118085627049
Spambase,42,0.1,0.2,0.41679873217115687,0.21679873217115686,0.8913479905932237,0.8977062906681674,0.8211143695014663,2.4074688914912614,5.0254773927042224,0.2435563249547888,0.7687207015111432,0.27148033079620265,2,0.8341523199413047,0.8711163580511587,0.4737786912059296,0.7356566916965526,0.5890504984680164,0.569167697973326,0.20221904730010665,0.519229480880754,0.9743589743589743,0.726349123066131,0.5230646832637511,0.9743589743589743,0.7412575935629522
Mushrooms,42,0.1,1.0,0.5059311981020166,0.4940688018979834,0.9997267555113902,0.9997451788753288,0.9942711648631445,1.1391643729895378,1.555586674273178,0.006977626006763694,0.8238549530506134,0.0067400918836025125,9,0.9995829164617187,0.9996789414050223,0.9831476954566998,0.32948004274269405,0.18099965430334794,0.988527003924529,0.1397608959452975,0.9881398256078432,0.7948717948717949,0.9941365177744803,0.5253814845047423,0.7948717948717949,0.7714632657170059
Mushrooms,42,0.1,0.7,0.5059311981020166,0.19406880189798337,0.9997673695884803,0.9997785483083215,0.9949044585987262,1.1139503085879068,1.2981689139639483,0.00788585028073822,0.8226639032363892,0.006821659348641506,8,0.9996449102573226,0.99972098479246,0.9850106324486771,0.3214051963349405,0.15072794175654633,0.986917085944273,0.14111016191864034,0.9879953525639755,0.8205128205128205,0.9947921758328199,0.5176311477036751,0.8205128205128205,0.7776453813497719
Spambase,42,0.1,1.0,0.41679873217115687,0.5832012678288432,0.9101518148635787,0.9425634645575994,0.8701472556894244,0.7201541010474268,0.5295010801891296,0.1778829497134517,0.4731531126158578,0.12667532935133372,6,0.8628546941403342,0.9276335767165628,0.6180169370162296,0.1952913004872116,0.0603344441204406,0.6855802963312643,0.5370491154943207,0.7757094305273071,0.8717948717948718,0.8028350692910422,0.4507929173921088,0.8717948717948718,0.7084742861593409
Spambase,42,0.1,0.3,0.41679873217115687,0.11679873217115688,0.888389462841896,0.8948922262705254,0.8188512518409425,1.8917060432303816,3.3183935133977838,0.24482100310934612,0.46282087119749793,0.23352753769859902,2,0.8296363890659724,0.8675708138469679,0.4671213608549288,0.5704827746241938,0.38830151974344845,0.5669259299886973,0.5487538667210669,0.5864518168877425,0.9743589743589743,0.7214428545892897,0.5321831815930298,0.9743589743589743,0.7426616701804313
FashionMNIST,42,0.1,1.0,0.5238095238095238,0.47619047619047616,0.34740814298405,0.21812526000000002,0.6666666666666666,1.9953690284005177,2.986625742048834,0.49988651275634766,0.49988651275634766,0.4999441628769486,4,0.00387626421071012,0.014886988679716969,0.019445539350939452,0.6036810194642418,0.34928642383668673,0.1147969108788418,0.5067645155300307,0.11457224139695443,0.9230769230769231,0.012736264080455514,0.33782022222135105,0.9230769230769231,0.42454446979290994
FashionMNIST,42,0.1,0.1,0.5238095238095238,0.42380952380952386,0.9893589298806438,0.9915599800000001,0.9617777777777778,2.4774577982331007,4.929420131170612,0.40589932462414724,0.8105746546277294,0.34527971753367037,1,0.9837573478643179,0.9893661054738726,0.8875630885122413,0.7580707564496506,0.5777543944008948,0.2813985625012637,0.15480531689548882,0.38851532870709027,1.0,0.9535621806168106,0.43210887179087765,1.0,0.7952236841358961
MNIST,42,0.9,1.0,0.6474783197357518,0.35252168026424824,0.9979193469788536,0.9982233308383868,0.9832119741100324,0.6311190770631225,0.38520973741026954,0.011852516694739443,0.279416981496309,0.014222046445937922,13,0.9968240672358636,0.9977615085660438,0.950615278984301,0.16677768474752125,0.04336612753518806,0.9798857746651415,0.7565206828501838,0.9748877189108505,0.6923076923076923,0.9817336182620694,0.584287597741777,0.6923076923076923,0.7527763027705129
MNIST,42,0.9,auto,0.6474783197357518,0.0,0.9984928420666158,0.9986692285078123,0.9847870182555781,0.4540898560454092,0.20112031764251,0.009117418141337132,0.23849487112414453,0.012136108011234251,9,0.9976994567509744,0.9983233115933017,0.9552485286722032,0.11008377984459626,0.02171765234286737,0.9847340092533067,0.8028787867876807,0.9785823522409174,0.7948717948717949,0.983757099005493,0.5795993160938737,0.7948717948717949,0.7860760699903873
FashionMNIST,42,0.9,1.0,0.6551724137931034,0.3448275862068966,0.7531036109379248,0.8508770600000001,0.9034657956813644,0.5142078483909204,0.28371197603590287,0.10462555845755848,0.43083040714263915,0.10573705037809054,15,0.6231345046964181,0.8121144718393974,0.7160288660504622,0.12933666770908137,0.031430233707280625,0.8154363184054086,0.5849938661780025,0.8127955027151348,0.641025641025641,0.7170926141954258,0.47479851774298154,0.641025641025641,0.6109722576546828
FashionMNIST,42,0.9,0.5,0.6551724137931034,0.15517241379310343,0.9975887680572246,0.99842436,0.990322258804749,0.35661661884807566,0.16971347138791695,0.11690240090726874,0.23722693717453036,0.03490223919673286,24,0.9963194677578805,0.9980147926697867,0.9715313431059683,0.0788678121728358,0.018024282387824123,0.7936743924506386,0.8043151499978751,0.9382587714126227,0.41025641025641024,0.9886218678445452,0.5266280816843593,0.41025641025641024,0.6418354532617716
Spambase,42,0.9,1.0,0.5524929063640048,0.44750709363599517,0.9431613205301226,0.9615361829438076,0.9001367989056089,1.0861723176467324,1.1337834875859516,0.10452289861828154,0.5721921239580428,0.09375891885871167,4,0.9132407842326471,0.9515380089563986,0.7062360781366022,0.3125092481532803,0.1313966090302406,0.8156182931949383,0.42485400287884445,0.8340112793685381,0.9230769230769231,0.8570049571085493,0.5036778865251683,0.9230769230769231,0.7612532555702135
Spambase,42,0.9,0.7,0.5524929063640048,0.14750709363599512,0.9409665494024466,0.962064437137751,0.901098901098901,0.5429094150727728,0.3053752081747229,0.052805957573503426,0.4310382902622223,0.07253856950192417,4,0.9098906602747725,0.9522035760263082,0.7090662589283004,0.13852839257049893,0.03397777796123271,0.9072917219478038,0.5847583683706596,0.871596957212568,0.9230769230769231,0.8570534984097938,0.5072306436125527,0.9230769230769231,0.7624536883664232
Mushrooms,42,0.9,1.0,0.6388075880758808,0.3611924119241192,1.0,1.0,1.0,1.2814853784675433,1.728685966607271,0.0015633163234362235,0.5541984438896179,0.0004509371134955249,6,1.0,1.0,1.0,0.3750585834145268,0.20135571681161363,0.9981244070766356,0.445237919623214,0.9992792343482971,0.8717948717948718,1.0,0.6038111722548575,0.8717948717948718,0.8252020146832431
Mushrooms,42,0.9,0.3,0.6388075880758808,0.3388075880758808,0.9999404670408207,0.999943878680876,0.9974424552429666,1.9108410403468061,3.198278453555795,0.2650611588317328,0.7599663138389587,0.14768309908394217,3,0.9999091282046156,0.9999292906665823,0.9924765642405439,0.5766107895394703,0.374176276171635,0.531048238151576,0.21213634652845537,0.7385002756677136,0.9487179487179487,0.9974383277039139,0.48649438521177,0.9487179487179487,0.8108835538778777
Spambase,42,0.5,1.0,0.4935779816513762,0.5064220183486239,0.9466166581383635,0.9628197912655391,0.897902097902098,0.6246443511059074,0.38749089906895895,0.060691723145997536,0.6520415544509888,0.07515068700842828,5,0.9185150514024412,0.953155274733749,0.6996623400249733,0.1647041429018272,0.04363438668685528,0.8933134170873923,0.3343975683382684,0.8669703506737454,0.8974358974358975,0.8571108887203879,0.46060397313761775,0.8974358974358975,0.7383835864313011
Spambase,42,0.5,0.7,0.4935779816513762,0.20642201834862378,0.9427638122524475,0.9628543499511241,0.8969210174029452,0.2339909180253464,0.05757438939723908,0.04027390312888819,0.31937193870544434,0.06748487132135945,5,0.912634023013812,0.9531988165046775,0.696776331445873,0.03959672584521353,0.0048369947228000965,0.9295060365813927,0.7112582063485018,0.8805481138849679,0.8974358974358975,0.8542030569881209,0.5131492154765752,0.8974358974358975,0.7549293899668644
Mushrooms,42,0.5,1.0,0.5827175954915467,0.41728240450845333,1.0,1.0,1.0,0.9395001430021638,0.8596639836023993,0.0012749099771563824,0.350178599357605,0.00014688400736508043,7,1.0,1.0,1.0,0.26553723825909253,0.09916081139881974,0.9986356360492593,0.6763592638577085,0.9998177760048151,0.8461538461538461,1.0,0.607902145113939,0.8461538461538461,0.8180186637559284
Mushrooms,42,0.5,0.3,0.5827175954915467,0.2827175954915467,1.0,1.0,1.0,1.423313052697541,1.9805473270637097,0.22587240088731048,0.6909283399581909,0.1055555932470814,6,1.0,1.0,1.0,0.42047913392688524,0.23097401003359194,0.6005142146141194,0.29034515686820295,0.813116901253582,0.8717948717948718,1.0,0.47108588333927626,0.8717948717948718,0.7809602517113827
FashionMNIST,42,0.5,1.0,0.6,0.4,0.7580619827268518,0.8521787999999999,0.9023171285779191,1.2173273188917402,1.4039461902524029,0.10959969554897399,0.6361897587776184,0.10852417501882351,14,0.630703020571567,0.8137545823913203,0.7126498740942099,0.3545118572444849,0.16316709629639295,0.8066191650114743,0.3523550779764303,0.8078589219314523,0.6666666666666667,0.7190358256856991,0.496902423692047,0.6666666666666667,0.6275349720148043
FashionMNIST,42,0.5,0.5,0.6,0.09999999999999998,0.995962029990127,0.9975731200000001,0.9879205350903465,0.4092820831299573,0.19751644824576536,0.08815782797038556,0.26492123471366036,0.025686524762348027,16,0.9938363960138388,0.9969422837922698,0.9644662804017564,0.09573401542730661,0.02129384592677776,0.844627010798258,0.7729420093626785,0.954581729532187,0.6153846153846154,0.9850816534026215,0.5378357222094415,0.6153846153846154,0.7127673303322263
MNIST,42,0.1,1.0,0.5153484491086185,0.48465155089138146,0.9956696118239052,0.9961625994557848,0.9743538167555065,0.3956201029604354,0.16739513684576743,0.015168599406746237,0.31293024514850815,0.02106608266129938,24,0.993390045552953,0.9951651165943103,0.924557561862966,0.09135874336733964,0.017751651794026067,0.9740076877927073,0.7185555988028527,0.9627654990539389,0.41025641025641024,0.9710375746700765,0.5528878361621729,0.41025641025641024,0.6447272736962198
MNIST,42,0.1,0.3,0.5153484491086185,0.21534844910861856,0.9925846133766051,0.9939122265340998,0.9662672439834862,0.743527700825921,0.6285671959935426,0.13644756775200367,0.3750702465763529,0.06224439588612148,7,0.9886810683489151,0.9923297882072151,0.9007695868540628,0.2027767350130088,0.07198438224886206,0.7590286376166026,0.6481610707917143,0.889830092147753,0.8461538461538461,0.960593481136731,0.5143561835635881,0.8461538461538461,0.7737011702847219
Mushrooms,42,0.9,1.0,0.6388075880758808,0.3611924119241192,1.0,1.0,1.0,0.9214387633055761,0.9159181599361343,0.0019347750426341708,0.5650866031646729,0.0007579767222551627,5,1.0,1.0,1.0,0.2597530511229389,0.10577616790524826,0.99746595950141,0.4329034037644143,0.9987354029708695,0.8974358974358975,1.0,0.5589267970529762,0.8974358974358975,0.8187875648296244
Mushrooms,42,0.9,auto,0.6388075880758808,0.0,1.0,1.0,1.0,1.0223112104883354,1.0731967106433555,0.006298646205391448,0.5381169319152832,0.0010085995596812122,4,1.0,1.0,1.0,0.2920576214928919,0.12427174906121502,0.9897305632454841,0.46345566051678755,0.9982914974974264,0.9230769230769231,1.0,0.573561418362761,0.9230769230769231,0.8322127804798948
IMDB,42,0.9,1.0,0.6551676094407446,0.3448323905592554,0.8836792265246218,0.884669296,0.8092498589960517,0.8847695100112061,0.8120827706736424,0.17616024061094965,0.4559165743308339,0.18668384496380816,35,0.8224466300360816,0.85469056448207,0.43887729510742385,0.2480096612623222,0.09356537463222986,0.6886339697887374,0.556575313583149,0.6694217960597119,0.1282051282051282,0.7053381632085252,0.4512412230652301,0.1282051282051282,0.4282615048262945
IMDB,42,0.9,auto,0.6551676094407446,0.0,0.8885584306163443,0.8892298208,0.813463306970756,0.46983933193446953,0.22070105822170408,0.09445033571600914,0.24163291438933343,0.14756384117240087,20,0.8298943034253103,0.8604365389829586,0.4512718407263508,0.11512757590940498,0.02402030057333449,0.8334729141165571,0.7993238934910011,0.7387115063768871,0.5128205128205128,0.7138675610448733,0.502131238093437,0.5128205128205128,0.5762731039862743
IMDB,42,0.9,1.0,0.6551676094407446,0.3448323905592554,0.8836326985492188,0.8840867328,0.8109875244250714,0.9647228345807024,1.0155393361639056,0.1861353756012395,0.506358167671022,0.19505050284501965,39,0.8223756091978979,0.853956571479257,0.44398892187004646,0.27361484753471826,0.11749137981105717,0.6709520495444447,0.499433181724085,0.6546026947118897,0.02564102564102566,0.7067737008490672,0.44321883066523887,0.02564102564102566,0.3918778523851105
IMDB,42,0.9,0.2,0.6551676094407446,0.4551676094407446,0.8858699614236947,0.8866278592,0.8097652582159625,2.111191734510339,3.847876757229278,0.3236882750672102,0.6613055467605591,0.2962642926059448,2,0.8257905930480736,0.8571582309676418,0.4403934261197194,0.6407734353266639,0.450567482031212,0.42712583565399675,0.32390296983253364,0.47533189990234515,0.9743589743589743,0.7077807500451448,0.4635403245493503,0.9743589743589743,0.7152266829844898
IMDB,42,0.5,1.0,0.5999935352490545,0.4000064647509455,0.8774434707153509,0.8789994816000001,0.8060194393365107,0.9369719651639827,0.9466637489210629,0.18282193614020942,0.4370770312031271,0.19605721821594518,17,0.8129283004623664,0.8475469548327661,0.4293744878866296,0.26472758506674654,0.10939177558793421,0.6768254509912679,0.5779174557773419,0.6528195911929018,0.5897435897435898,0.6966165810605873,0.45633637172323843,0.5897435897435898,0.5808988475091384
IMDB,42,0.5,0.2,0.5999935352490545,0.3999935352490545,0.8789236707762378,0.8799886496,0.8029745418674356,1.9770302626333622,3.5597888846728125,0.3006639028143883,0.6588290929794312,0.2854632426729414,2,0.8151876949039525,0.8487932443179356,0.4204174245000677,0.5978079989738218,0.41668903768544224,0.4679388285854811,0.32670838970794713,0.4944628188299026,0.9743589743589743,0.6947994545739853,0.46072141475651895,0.9743589743589743,0.7099599478964929
MNIST,42,0.5,1.0,0.5918403200086488,0.40815967999135117,0.9983191895280596,0.9984747459083438,0.98421372191864,0.25769457096969034,0.08241020479033746,0.008639994082809422,0.40658798343256897,0.012811522121427162,20,0.9974343915136807,0.9980782757462404,0.9535620838308279,0.0471878604508621,0.007757627174664172,0.985580290946117,0.6124565944641935,0.9773860525603515,0.5128205128205128,0.9830249170302497,0.5260736851192377,0.5128205128205128,0.6739730383233334
MNIST,42,0.5,0.7,0.5918403200086488,0.10815967999135112,0.9963769057719462,0.9969723168162754,0.9777777777777779,0.3353848324055502,0.1114642867135,0.010629907679045593,0.2329152673482895,0.01806646106923591,6,0.9944696671912696,0.9961853095568189,0.9346297026233962,0.07206829695963092,0.011174317675089081,0.982052970911257,0.8091995715521703,0.9680784563911484,0.8717948717948718,0.9750948931238282,0.5685147226978591,0.8717948717948718,0.8051348292055197
FashionMNIST,42,0.9,1.0,0.6551724137931034,0.3448275862068966,0.9978692310257817,0.9984142,0.9899532477867302,0.47374640378302757,0.2162780100738232,0.006658788617979729,0.40685347999845234,0.008834518473990914,27,0.9967475696671919,0.9980019917086058,0.9704458369067275,0.11637882222093274,0.023500160696612423,0.9890921749507722,0.6121558299805357,0.9844301579784019,0.33333333333333337,0.988398466094175,0.545111429165451,0.33333333333333337,0.6222810761976532
FashionMNIST,42,0.9,0.9,0.6551724137931034,0.2448275862068966,0.9975065192713786,0.99789964,0.9856516540454364,0.5948517968196969,0.3705524283840132,0.009895836984878418,0.3709010740121206,0.01266520290222264,9,0.9961939222627286,0.99735367846203,0.9577919961139504,0.1551630274305647,0.041642463072334115,0.9833541843264711,0.6528840660944568,0.9776452145064131,0.7948717948717949,0.983779865612903,0.5621377910860479,0.7948717948717949,0.7802631505235821
FashionMNIST,42,0.5,1.0,0.6,0.4,0.9967091778856162,0.997333,0.9846153846153847,0.37220828733437594,0.16056428942669929,0.009645683783188017,0.31678710742430255,0.013358340671835365,12,0.9949768511771089,0.9966397476900313,0.9547436402777358,0.08386107015227295,0.016948360485482743,0.9837976057904864,0.714186400327314,0.9764175225173619,0.717948717948718,0.9821200797149586,0.5550421918545836,0.717948717948718,0.7517036631727535
FashionMNIST,42,0.5,0.9,0.6,0.30000000000000004,0.9973767598327027,0.9978933200000001,0.9866427432216907,0.5005612362527571,0.3084084436388794,0.009366491810209137,0.3834894531302982,0.011737146347486432,16,0.9959958559592372,0.9973457156594059,0.9607074468519816,0.12496631728692863,0.034334479192520743,0.9842925013687281,0.6386234773257494,0.9792889968071129,0.6153846153846154,0.9846830061568749,0.552301154396208,0.6153846153846154,0.7174562586458993
MNIST,42,0.9,1.0,0.6474783197357518,0.35252168026424824,0.9980052538577137,0.9982612191374398,0.983553627282817,0.4388008521180393,0.20565556962931342,0.009435983803775184,0.24705278331583197,0.013671803602891979,13,0.9969551964863745,0.9978092454405897,0.9516203076120077,0.10518745069771478,0.02225098712251467,0.9841693198890742,0.7931840623645708,0.975862314092437,0.6923076923076923,0.982128249846324,0.5761308268332623,0.6923076923076923,0.7501889229957595
