dataset,seed,c,method,true_prior,method_prior,prior_error,baseline_f1,baseline_ap,baseline_max_f1,test_f1,test_ap,test_max_f1,f1_drop_abs,f1_drop_rel_pct,ap_drop_abs,ap_drop_rel_pct,max_f1_drop_abs,max_f1_drop_rel_pct,error_bin
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.9,0.3119337390128465,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.6921055016767879,0.5603068257947463,0.7218874649919377,-0.07341271904957902,-11.86577912511606,0.004444924275975204,0.787058079132749,0.00010846168830669356,0.015022479254890421,"(0.3, 0.5]"
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.5,0.08806626098715353,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.5683085501858736,0.5618595625282152,0.7218874649919377,0.050384232441335275,8.143659317857942,0.002892187542506308,0.5121166144494694,0.00010846168830669356,0.015022479254890421,"(0.0, 0.1]"
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.2,0.3880662609871535,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.28854166666666664,0.5627933287561449,0.7219346627068307,0.3301511159605422,53.362690697407665,0.001958421314576686,0.3467756079253302,6.126397341366108e-05,0.00848536274925461,"(0.3, 0.5]"
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.3,0.28806626098715354,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.006083294337856809,0.5613298045286729,0.7218734091294756,0.612609488289352,99.01675039556389,0.0034219455420486655,0.6059203077494049,0.0001225175507687526,0.016969285593076876,"(0.2, 0.3]"
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.1,0.48806626098715356,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.17175953664869184,0.5634304768209313,0.7218734091294756,0.446933245978517,72.23831577292135,0.0013212732497902557,0.23395646841728213,0.0001225175507687526,0.016969285593076876,"(0.3, 0.5]"
20News,789,0.1,vpu_nomixup_mean_prior,0.5880662609871535,0.7,0.11193373901284642,0.6186927826272088,0.5647517500707215,0.7219959266802444,0.6208272097417594,0.5623718470275079,0.721948735359022,-0.0021344271145505855,-0.3449898195816965,0.0023799030432136714,0.4214069355102744,4.71913212223285e-05,0.0065362309506807595,"(0.1, 0.2]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.2,0.4606558518415373,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.29791666666666666,0.5616325991279001,0.7218734091294756,0.3997036589729826,57.2953000769428,0.00031038210349665363,0.05523373613751829,0.0,0.0,"(0.3, 0.5]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.3,0.3606558518415373,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.3880871968068775,0.561261466824627,0.7218734091294756,0.3095331288327718,44.369855271771264,0.0006815144067697787,0.12127821318745947,0.0,0.0,"(0.3, 0.5]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.9,0.23934414815846272,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.7188405797101449,0.5632303135936777,0.7218734091294756,-0.02122025407049566,-3.0418055911772313,-0.0012873323622809574,-0.22908594026034468,0.0,0.0,"(0.2, 0.3]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.5,0.1606558518415373,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.6222082415854042,0.5553034694116866,0.7218734091294756,0.07541208405424504,10.80990350805785,0.00663951181971012,1.1815276712168958,0.0,0.0,"(0.1, 0.2]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.7,0.039344148158462655,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.6197774511862272,0.558721537252221,0.7218874649919377,0.07784287445342208,11.158343814315877,0.0032214439791757865,0.5732688345206435,-1.4055862462059032e-05,-0.0019471367533830247,"(0.0, 0.1]"
20News,789,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.1,0.5606558518415373,0.6976203256396493,0.5619429812313967,0.7218734091294756,0.7218734091294756,0.5647902283590016,0.7218734091294756,-0.024253083489826355,-3.4765448480287127,-0.0028472471276048683,-0.5066790088499085,0.0,0.0,"(0.5, 1.0]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.1,0.6114781270348665,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.7218734091294756,0.5647902283590016,0.7218734091294756,-0.09022876125680324,-14.284734551410565,-0.005495064443930442,-0.9824981152107488,6.125357735509152e-05,0.008484642796541531,"(0.5, 1.0]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.7,0.011478127034866503,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.6264301459011231,0.5593147812286485,0.7219346627068307,0.005214501971549268,0.8255436009964281,-1.9617313577358075e-05,-0.003507506383576912,0.0,0.0,"(0.0, 0.1]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.9,0.18852187296513356,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.6977037370553805,0.5674976047525963,0.7218734091294756,-0.06605908918270809,-10.458267857598367,-0.008202440837525082,-1.4665674525250536,6.125357735509152e-05,0.008484642796541531,"(0.1, 0.2]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.5,0.21147812703486646,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.6981489841986456,0.561203009020399,0.7218734091294756,-0.06650433632597319,-10.52875798915646,-0.0019078451053278211,-0.3411159667415839,6.125357735509152e-05,0.008484642796541531,"(0.2, 0.3]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.2,0.5114781270348665,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.7218734091294756,0.5646934537001704,0.7218734091294756,-0.09022876125680324,-14.284734551410565,-0.005398289785099264,-0.9651951479986323,6.125357735509152e-05,0.008484642796541531,"(0.5, 1.0]"
20News,789,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.3,0.41147812703486647,0.6316446478726724,0.5592951639150712,0.7219346627068307,0.3887012588271415,0.5595647793580476,0.7218734091294756,0.24294338904553087,38.46203555491911,-0.00026961544297643414,-0.04820628898149657,6.125357735509152e-05,0.008484642796541531,"(0.3, 0.5]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.1,0.42380952380952386,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.3313333333333333,0.9893589298806438,0.9617777777777778,0.6505174843770776,66.25420813866883,0.006603703553060836,0.663047320389295,0.02095346477879234,2.132166341255419,"(0.3, 0.5]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.7,0.17619047619047612,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.9796844181459566,0.9960948726794688,0.9823968175037294,0.002166399564454191,0.22064447321091438,-0.00013223924576422075,-0.01327753083550028,0.00033442505284075885,0.03403016393075627,"(0.1, 0.2]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.9,0.3761904761904762,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.9817247851427442,0.9961924863369715,0.9840859359458921,0.00012603256766663407,0.012836223731068519,-0.00022985290326693608,-0.023078466555968038,-0.001354693389321926,-0.13784983428406103,"(0.3, 0.5]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.5,0.023809523809523836,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.9816,0.9963149778970873,0.9827243844320891,0.00025081771041080003,0.02554539914685662,-0.0003523444633827255,-0.03537727737515355,6.858124481090577e-06,0.0006978636868457751,"(0.0, 0.1]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.2,0.3238095238095238,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.0027960854803275414,0.991575912901057,0.9791936286709806,0.9790547322300833,99.71522298195487,0.004386720532647659,0.440450312631097,0.0035376138855895967,0.35997775713190033,"(0.3, 0.5]"
FashionMNIST,42,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.3,0.22380952380952385,0.9818508177104108,0.9959626334337046,0.9827312425565702,0.9601482854494903,0.9911205182613692,0.9810982888977318,0.02170253226092056,2.2103696273868714,0.004842115172335459,0.4861743814265067,0.0016329536588384208,0.16616482595895704,"(0.2, 0.3]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.5,0.09999999999999998,0.9864891714683092,0.9964995424111964,0.987937394078357,0.9874025194961008,0.995962029990127,0.9879205350903465,-0.0009133480277916384,-0.09258571246475963,0.0005375124210694748,0.05394005698877433,1.685898801051522e-05,0.0017064834382792954,"(0.0, 0.1]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.9,0.30000000000000004,0.9864891714683092,0.9964995424111964,0.987937394078357,0.9858092686315372,0.9973767598327027,0.9866427432216907,0.000679902836771995,0.06892146983833737,-0.00087721742150626,-0.0880298870367453,0.0012946508566663573,0.13104583999213149,"(0.3, 0.5]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.2,0.39999999999999997,0.9864891714683092,0.9964995424111964,0.987937394078357,0.5685714285714286,0.9941375108049015,0.9816183816183817,0.41791774289688055,42.364149043303115,0.00236203160629489,0.23703288418773996,0.006319012459975348,0.6396166900707642,"(0.3, 0.5]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.3,0.3,0.9864891714683092,0.9964995424111964,0.987937394078357,0.8645774408869782,0.9946282151751981,0.9812524930195452,0.12191173058133098,12.358141792866844,0.0018713272359983657,0.18779007479224508,0.00668490105881181,0.676652295872263,"(0.2, 0.3]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.1,0.5,0.9864891714683092,0.9964995424111964,0.987937394078357,0.33266666666666667,0.994135394995265,0.9737233515121466,0.6538225048016425,66.27771735481706,0.0023641474159313836,0.2372452083832307,0.014214042566210394,1.4387594448199443,"(0.3, 0.5]"
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.7,0.09999999999999998,0.9864891714683092,0.9964995424111964,0.987937394078357,0.9830845771144279,0.996580793667687,0.9840198511166253,0.003404594353881296,0.3451223239291956,-8.125125649061093e-05,-0.008153667215341616,0.003917542961731746,0.3965375726451175,"(0.0, 0.1]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.5,0.15517241379310343,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.990126658023337,0.9975887680572246,0.990322258804749,-0.0003002067965266475,-0.030329235610400723,0.00031807029235630946,0.031873746138703675,-0.00018772965676694398,-0.01896001515354552,"(0.1, 0.2]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.9,0.2448275862068966,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.9847464342313788,0.9975065192713786,0.9856516540454364,0.005080016995431591,0.5132229987524902,0.00040031907820237134,0.040115876835201514,0.004482875102545636,0.452754143056013,"(0.2, 0.3]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.2,0.4551724137931034,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.5697142857142857,0.9943671347703582,0.9813046937151949,0.4201121655125246,42.44301261012265,0.0035397035792227305,0.35471282921329395,0.008829835432787148,0.8917813865541367,"(0.3, 0.5]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.3,0.35517241379310344,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.25943314206225004,0.9908960037451479,0.9700127814374201,0.7303933091645602,73.79003746154656,0.0070108346044330805,0.702554019574429,0.020121747710561966,2.0322236138837493,"(0.3, 0.5]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.1,0.5551724137931034,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.332,0.9938332274669326,0.9776759019334264,0.6578264512268104,66.45876662636034,0.004073610882648349,0.40821554939793936,0.012458627214555706,1.2582762087164503,"(0.5, 1.0]"
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.7,0.04482758620689653,0.9898264512268103,0.9979068383495809,0.9901345291479821,0.9880999603332011,0.9977035046162677,0.9887685120763343,0.0017264908936092116,0.17442359632533205,0.0002033337333132712,0.020376023642603852,0.0013660170716477404,0.13796277489920566,"(0.0, 0.1]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.5,0.023809523809523836,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.9795345104333868,0.9949640971332238,0.9818688981868898,-0.0011647928287402687,-0.1190544645629511,-0.00023002983684417,-0.02312475709908837,-0.002139168457160112,-0.21834271148944592,"(0.0, 0.1]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.9,0.3761904761904762,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.9837891596220786,0.9960258947719416,0.9839848801352828,-0.005419442017432052,-0.5539257726312843,-0.0012918274755620018,-0.129866616418708,-0.004255150405553132,-0.4343188000150783,"(0.3, 0.5]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.2,0.3238095238095238,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.28664383561643836,0.9925086550550235,0.975833832634312,0.6917258819882082,70.7018900464099,0.002225412241356084,0.22371931499286088,0.003895897095417711,0.39765018629091115,"(0.3, 0.5]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.3,0.22380952380952385,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.9348585954877662,0.9944413106011293,0.981568197668626,0.04351112211688035,4.447308755979193,0.0002927566952503069,0.029430649343899516,-0.0018384679388963043,-0.1876505206597607,"(0.2, 0.3]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.1,0.42380952380952386,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.332,0.9898644163567683,0.9641971635425964,0.6463697176046466,66.0659979529171,0.004869650939611336,0.4895429944253061,0.015532566187133279,1.5853929625487762,"(0.3, 0.5]"
FashionMNIST,456,0.1,vpu_nomixup_mean_prior,0.5238095238095238,0.7,0.17619047619047612,0.9783697176046465,0.9947340672963796,0.9797297297297297,0.979454094292804,0.9947706880181925,0.9802670918875821,-0.001084376688157418,-0.1108350625172976,-3.662072181287446e-05,-0.0036814584939678517,-0.0005373621578523835,-0.054847999560105345,"(0.1, 0.2]"
FashionMNIST,456,0.5,vpu_nomixup_mean_prior,0.6,0.2,0.39999999999999997,0.9879590008956115,0.9980407827605198,0.9881296758104738,0.5697142857142857,0.9964821007936338,0.9848484848484849,0.4182447151813258,42.334217796707726,0.001558681966886022,0.1561741758262426,0.003281190961988978,0.33206076513163235,"(0.3, 0.5]"
FashionMNIST,456,0.5,vpu_nomixup_mean_prior,0.6,0.3,0.3,0.9879590008956115,0.9980407827605198,0.9881296758104738,0.8752240143369175,0.9950444864366901,0.983901609839016,0.11273498655869396,11.41089725955193,0.0029962963238296947,0.3002178243199764,0.004228065971457862,0.4278857395908042,"(0.2, 0.3]"
