dataset,seed,c,method,true_prior,method_prior,prior_error,experiment,train_error,train_risk,train_accuracy,train_precision,train_recall,train_f1,train_auc,train_ap,train_max_f1,train_anice,train_snice,train_ece,train_mce,train_brier,test_error,test_risk,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_ap,test_max_f1,test_anice,test_snice,test_ece,test_mce,test_brier,val_error,val_risk,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_ap,val_max_f1,val_anice,val_snice,val_ece,val_mce,val_brier
IMDB,42,0.9,vpu_nomixup_mean,0.6551676094407446,0.3,0.3551676094407446,IMDB_case-control_random_c0.9_seed42_methodprior0.3,0.0884164182015772,0.3283891095080572,0.9115835817984228,0.8878084124623422,0.9901752296699557,0.9362018699105258,0.9312419808840361,0.9518390901010564,0.9371647509578545,0.6370350131750951,0.3477038984790483,0.07803353328825306,0.26968714357477375,0.08350650797503485,0.20855999999999997,-0.11596800434112549,0.79144,0.7448581798628848,0.88656,0.8095551172474249,0.8820180543999999,0.8821432498256749,0.8103610556831444,0.8679542947488884,0.843705343414195,0.1751876116171479,0.4506728421193993,0.1879242098260153,0.20799999999999996,-0.12120000457763672,0.792,0.738562091503268,0.904,0.8129496402877698,0.8856320000000001,0.8817740954868876,0.8333333333333334,1.0311836838156176,1.2247544671937391,0.20676128017157316,0.8938574194908142,0.19609340451785587
IMDB,42,0.9,vpu_nomixup_mean_prior,0.6551676094407446,0.3,0.3551676094407446,IMDB_case-control_random_c0.9_seed42_methodprior0.3,0.6551118789533814,0.09311171517672555,0.34488812104661853,1.0,8.506294658046955e-05,0.00017011142298205324,0.8799239520073138,0.929052252043885,0.8644582553953217,1.5281760885339188,1.8341981549539323,0.3777396903299417,0.5389314799614002,0.3034601831612809,0.26456,0.15000000595092775,0.73544,0.8924,0.53544,0.6693,0.875479968,0.874033511239901,0.8010272443054935,1.5428314413851263,2.1483925959941033,0.25846625676319007,0.5272229313850403,0.24262112242084047,0.28,0.15,0.72,0.8666666666666667,0.52,0.65,0.854144,0.8463179781900594,0.7903225806451615,1.367286653699233,1.6676837622868128,0.2535816762745381,0.5212455987930298,0.24814886692831636
20News,42,0.5,vpu_nomixup,0.6606558518415373,0.1,0.5606558518415373,20News_case-control_random_c0.5_seed42_methodprior0.1,0.5621388289354592,0.022021862060871162,0.4378611710645408,0.9923451635351427,0.15027927073453473,0.2610287387882116,0.9509946034743033,0.9717892070399345,0.9200146282848336,2.400916057499198,4.27690823858375,0.5240072714977839,0.775129864086368,0.4468681854525413,0.4664099840679766,0.05647902367156804,0.5335900159320234,0.9920318725099602,0.1755994358251058,0.2983822648292391,0.9467255883491057,0.9572601614947445,0.9010516252390057,2.575577497255692,5.278627406626094,0.44196953666329664,0.7704444640546764,0.3851280432038279,0.4649122807017544,0.0561403517137494,0.5350877192982456,1.0,0.171875,0.29333333333333333,0.96625,0.9611290836688489,0.9612403100775193,2.3911655144257993,4.859138524396833,0.4360626358865646,0.7885871363537652,0.36737549131505265
20News,42,0.5,vpu_nomixup_mean,0.6606558518415373,0.1,0.5606558518415373,20News_case-control_random_c0.5_seed42_methodprior0.1,0.047970479704797064,0.42720183763116926,0.9520295202952029,0.9576659038901602,0.9702813784381916,0.9639323666439826,0.9737471109346186,0.9815177895152932,0.9640363311807635,0.4354507147328109,0.16366439501579302,0.03698357744082763,0.23853701104720432,0.043264945278886476,0.10475305363781195,-0.04713223649033573,0.895246946362188,0.8992855496658216,0.9172543488481429,0.9081810776213197,0.9536933333103854,0.9629373618423819,0.9088814652689783,0.7532911990139918,0.565885083216956,0.08332380831668938,0.40310192108154297,0.09233093985996968,0.03508771929824561,-0.05263157894736842,0.9649122807017544,0.96875,0.96875,0.96875,0.9696875,0.9614863178272037,0.96875,0.6819013337627319,0.6030635370528113,0.04012691550847272,0.32575857639312744,0.03738925544713771
20News,42,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.1,0.5606558518415373,20News_case-control_random_c0.5_seed42_methodprior0.1,0.562208452273202,0.022021862060871162,0.437791547726798,0.9923398328690808,0.15017388555169142,0.2608695652173913,0.9376961674691205,0.9664057208234564,0.9116772134782842,2.8388926882248464,5.883952640047703,0.5668865398917595,0.8391107344065382,0.5116925052869441,0.4661444503451938,0.05647902367156804,0.5338555496548062,0.9933598937583001,0.1758345086976963,0.298781705612143,0.9363978000965535,0.9537211461514338,0.8936893203883495,3.061313268614063,7.28142066401161,0.47975924609756204,0.8315963395088317,0.4392852952153754,0.4649122807017544,0.0561403517137494,0.5350877192982456,1.0,0.171875,0.29333333333333333,0.9653125,0.9587890163369459,0.9612403100775193,2.9046973665017775,6.699595988855432,0.468853414679567,0.8160881598790487,0.4238713251762499
20News,42,0.9,vpu_nomixup,0.7114781270348665,0.1,0.6114781270348665,20News_case-control_random_c0.9_seed42_methodprior0.1,0.613094181021725,0.03370034988937148,0.38690581897827503,0.991715976331361,0.13944587736084532,0.24451090524472974,0.9206293461696179,0.9647635277910098,0.9114518815941224,2.4236445175518853,4.311661655449742,0.584831143003924,0.8056477647559006,0.5182286544497321,0.46720658523632497,0.05647902367156804,0.532793414763675,0.9880478087649402,0.17489421720733428,0.29718394248052726,0.9225070944964264,0.9431509357066814,0.8884145618403889,2.77472467997339,6.21029027618671,0.45052430384648456,0.7959533184766769,0.41385969608632284,0.4649122807017544,0.0561403517137494,0.5350877192982456,1.0,0.171875,0.29333333333333333,0.9590624999999999,0.949697072282043,0.9465648854961832,2.636946901378027,5.72397752356688,0.4729097553512506,0.7758100628852844,0.4009534878375857
20News,42,0.9,vpu_nomixup_mean,0.7114781270348665,0.1,0.6114781270348665,20News_case-control_random_c0.9_seed42_methodprior0.1,0.028177351565737307,0.3651157289501731,0.9718226484342627,0.9643575508890498,0.9972543472834678,0.9805301047120419,0.9778824411614998,0.9860326845546352,0.9817300981237426,0.6300779960542767,0.37999891103443323,0.02418427004225874,0.356901658905877,0.026128296578065677,0.09891131173659051,-0.05042485486809016,0.9010886882634095,0.8861985472154964,0.9464033850493653,0.9153120381948392,0.9604777816693645,0.9657890552926502,0.9179121637157968,0.7761673907585326,0.6081355255699556,0.08098904976440251,0.4640737631741692,0.08819261679263377,0.01754385964912286,-0.0561403517137494,0.9824561403508771,0.9696969696969697,1.0,0.9846153846153847,0.96875,0.9564469362183466,0.9846153846153847,1.119549995357004,1.3157211954074612,0.030881821231001565,0.4956018328666687,0.022524104926336188
20News,42,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.1,0.6114781270348665,20News_case-control_random_c0.9_seed42_methodprior0.1,0.6129165926715208,0.03370035008695983,0.38708340732847923,0.9928952042628775,0.139529078958316,0.24467464254449955,0.9502595961537168,0.9760221320516832,0.9306430228704011,2.689699625600569,5.15704682760947,0.6136257319624538,0.8569992068901803,0.5512982773984959,0.46720658523632497,0.05647902367156804,0.532793414763675,0.9880478087649402,0.17489421720733428,0.29718394248052726,0.9459706372611874,0.9563350179160685,0.8997039668442867,3.0721023624397317,7.429342345209966,0.47897898368794617,0.8542073024342759,0.4391886139222871,0.4649122807017544,0.0561403517137494,0.5350877192982456,1.0,0.171875,0.29333333333333333,0.964375,0.956552410013659,0.9612403100775193,2.8976512190691652,6.7669657872994575,0.47799307787627504,0.8091488894489076,0.4287168883471605
IMDB,42,0.1,vpu_nomixup,0.5238003617193212,0.7,0.17619963828067875,IMDB_case-control_random_c0.1_seed42_methodprior0.7,0.47523761880940474,0.9178089017512437,0.5247623811905953,0.524312244740695,0.9997061416397296,0.6878633169893342,0.8432967257054826,0.8497540903495988,0.7881882337636996,0.7673288943976336,0.7826605730187829,0.2304571614230762,0.5408928235172409,0.24356105693855779,0.27503999999999995,-0.34859999404907227,0.72496,0.6455034668322467,0.998,0.7839502293722114,0.8089857728,0.663984090835697,0.847442375579705,0.7309920301578636,0.807227019439103,0.27775891376852985,0.8324244840472352,0.2138607171419793,0.28800000000000003,-0.35,0.712,0.6514285714285715,0.912,0.76,0.817344,0.8184741041100518,0.7728813559322034,0.5708679025696486,0.35018672717435834,0.24177262353897097,0.39297823905944823,0.2538534664732829
IMDB,42,0.1,vpu_nomixup_mean,0.5238003617193212,0.7,0.17619963828067875,IMDB_case-control_random_c0.1_seed42_methodprior0.7,0.2146073036518259,0.5189556335115706,0.7853926963481741,0.7589095830379584,0.8651190126359095,0.8085413162140822,0.8625727121345692,0.8637857609384235,0.8096033830099241,0.6500477940694013,0.4841797429858441,0.15990390058436416,0.38001264268180346,0.18732105629856888,0.23740000000000006,-0.23301599716186525,0.7626,0.7302377779336466,0.83288,0.7781888851515492,0.8526979808,0.8499808902363013,0.7797337913267497,0.7981347856496824,0.6710368516838535,0.17940739711344242,0.4117102477510097,0.20436249225579137,0.256,-0.23239999389648439,0.744,0.7074829931972789,0.832,0.7647058823529411,0.834368,0.837808630882077,0.7727272727272726,0.8014574206131146,0.6556739332665205,0.22194825123250483,0.6693207621574402,0.22296407530911333
IMDB,42,0.1,vpu_nomixup_mean_prior,0.5238003617193212,0.7,0.17619963828067875,IMDB_case-control_random_c0.1_seed42_methodprior0.7,0.23042290375957208,0.5578135222044053,0.7695770962404279,0.7332639823766981,0.8803261827799,0.8000934766642185,0.8600101930263553,0.8668561172946387,0.8003635873956368,0.36065586932650195,0.1379783511217146,0.08023717746986646,0.1657296533169954,0.16205777521337614,0.23919999999999997,-0.2525039966583252,0.7608,0.7173623149753301,0.86072,0.782529638519165,0.8541367776,0.8510257269452175,0.7831294873182523,0.3641335823010565,0.14426632323945704,0.08284713508188724,0.1850626443262985,0.16637016926922502,0.252,-0.2548000030517578,0.748,0.7012987012987013,0.864,0.7741935483870968,0.8352640000000001,0.8336538864337487,0.782608695652174,0.45046198575613683,0.22719535573781793,0.10889010605216026,0.4309733211994171,0.17867775444224468
MNIST,42,0.1,vpu_nomixup,0.5153484491086185,0.2,0.31534844910861853,MNIST_case-control_random_c0.1_seed42_methodprior0.2,0.03281503233363825,0.46196184198266305,0.9671849676663618,0.9666656320804494,0.9697658487981069,0.9682132587238672,0.994288335482812,0.9939562552803298,0.9684873297974628,0.2232087837436995,0.046166748088401294,0.021299780785401286,0.08723046863725337,0.026186332443054787,0.03369999999999995,-0.09252000175714493,0.9663,0.9623211767076365,0.9695493300852619,0.9659217312165032,0.9942038104026304,0.993377867974406,0.9662353416902548,0.2167391286651936,0.04439084614884837,0.020332958700321625,0.1163784570472185,0.026534489659393222,0.023333333333333317,-0.09166666746139526,0.9766666666666667,0.986159169550173,0.9661016949152542,0.976027397260274,0.9965545984995832,0.9955013531602521,0.9815745393634839,0.6555944104391509,0.45812868411264784,0.040654496985177195,0.5054954290390015,0.021016145188255876
MNIST,42,0.1,vpu_nomixup_mean,0.5153484491086185,0.2,0.31534844910861853,MNIST_case-control_random_c0.1_seed42_methodprior0.2,0.0257545852789679,0.4600523106983253,0.9742454147210321,0.9743183160774803,0.9757441773570806,0.9750307254313229,0.9960260352616165,0.9956729262251982,0.9754366389263409,0.3733441399379064,0.13282338091892773,0.013273050800166929,0.21972418673999644,0.02081063210768511,0.025499999999999967,-0.09408000122308731,0.9745,0.9709618874773139,0.9774665042630938,0.9742033383915023,0.9961189899035484,0.9955896228856714,0.9748255990294207,0.29114811943784585,0.09087174909128451,0.01352485867380165,0.18422966625760584,0.02086344998271078,0.013333333333333308,-0.09500000158945719,0.9866666666666667,0.9897610921501706,0.9830508474576272,0.9863945578231292,0.9965657126979717,0.9939197695693952,0.9863945578231292,0.47161542188317324,0.22643744106516842,0.0159998719242867,0.8161204308271408,0.013643602798897382
MNIST,42,0.1,vpu_nomixup_mean_prior,0.5153484491086185,0.2,0.31534844910861853,MNIST_case-control_random_c0.1_seed42_methodprior0.2,0.3644313933150404,0.134427702911445,0.6355686066849596,0.9963060686015831,0.2939344874828746,0.45394436296314106,0.993441739727491,0.991623265450477,0.9716242057861946,1.51242872189137,2.1621518432634463,0.28890916993095206,0.6535328312090165,0.18140025498029966,0.36650000000000005,0.047800000888109206,0.6335,0.9945098039215686,0.2574096630125863,0.4089662957587486,0.9923244387450626,0.9894238352894207,0.9685205672332293,1.5151193670812582,2.131395645468974,0.2788039217459969,0.6536115210257833,0.17784250947929714,0.3433333333333334,0.03900000095367431,0.6566666666666666,1.0,0.3016949152542373,0.4635416666666667,0.9981217004723535,0.997810762818146,0.984822934232715,1.694243972769762,2.6270195363382696,0.2840886314508195,0.7561258375644684,0.1728577672626156
Mushrooms,42,0.5,vpu_nomixup,0.5827175954915467,0.2,0.38271759549154666,Mushrooms_case-control_random_c0.5_seed42_methodprior0.2,0.0060112711333750735,0.3469254863359216,0.9939887288666249,0.9995660663918421,0.990113905007522,0.9948175340099331,0.9999719423552786,0.9999798940987394,0.9978531558608845,0.8958717511609356,0.754594199345945,0.15975394360178763,0.40351043719994395,0.045295194901848086,0.006153846153846176,-0.09390769312931942,0.9938461538461538,1.0,0.9872286079182631,0.993573264781491,0.9999180932099271,0.9999129382583923,0.9955214331413946,0.9862301296685839,1.1143158429971471,0.13445348450083,0.5256054997444153,0.0395942277729159,0.0,-0.09538461978618916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8125328074055931,0.7868826605485492,0.14042874528811528,0.4584689736366272,0.03912071582064662
Mushrooms,42,0.5,vpu_nomixup_mean,0.5827175954915467,0.2,0.38271759549154666,Mushrooms_case-control_random_c0.5_seed42_methodprior0.2,0.0006261740763932044,0.35025672984257594,0.9993738259236068,0.9989265779304423,1.0,0.999463000751799,0.9999997419986693,0.9999998152459759,0.9998925539916191,1.0933809078857224,1.4409501144937438,0.0016368123320291146,0.7032331228256226,0.00042973922842406455,0.0006153846153845732,-0.09612307797945463,0.9993846153846154,1.0,0.9987228607918263,0.9993610223642172,1.0,1.0,1.0,1.0984619495641184,1.2523253245249166,0.002522214886517479,0.5541672110557556,0.0005466677407832744,0.0,-0.09538461978618916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9534636170061195,1.153995686116815,0.008283373312308238,0.4476061463356018,0.003121437492603804
Mushrooms,42,0.5,vpu_nomixup_mean_prior,0.5827175954915467,0.2,0.38271759549154666,Mushrooms_case-control_random_c0.5_seed42_methodprior0.2,0.382592360676268,0.038847840571299,0.617407639323732,1.0,0.3434343434343434,0.5112781954887218,0.9913107086806354,0.9938191676369679,0.9693317550844722,2.327574274888475,4.584732688867865,0.4450231386279791,0.7086717486381531,0.3236241570724108,0.28184615384615386,0.09636923276461087,0.7181538461538461,1.0,0.41507024265644954,0.5866425992779783,0.9914589419462874,0.9909636293151272,0.9656050955414013,2.369081957121356,4.867691516483641,0.38591692960262297,0.7083490192890167,0.2700845517005835,0.27692307692307694,0.09538461978618916,0.7230769230769231,1.0,0.41935483870967744,0.5909090909090909,0.9762808349146109,0.9738718975294958,0.9393939393939393,2.2104927910214665,4.200321908097687,0.39394499246890735,0.7064731121063232,0.2701487109153332
Mushrooms,42,0.9,vpu_nomixup,0.6388075880758808,0.2,0.4388075880758808,Mushrooms_case-control_random_c0.9_seed42_methodprior0.2,0.002601626016260128,0.27510026877488547,0.9973983739837399,0.9996594585390771,0.9962667571695232,0.9979602243753187,0.9999863512348771,0.9999922905475023,0.9988115449915111,0.7549428518271841,0.5934934877683667,0.13376794459434543,0.4295243289735582,0.02981446827428388,0.005538461538461492,-0.09415384674072266,0.9944615384615385,1.0,0.9885057471264368,0.9942196531791907,0.9999514626429197,0.9999484510507273,0.9980806142034548,1.0725185145980265,1.4352087230582637,0.10368688221046558,0.5802227556705475,0.024031500399866637,0.0,-0.09538461978618916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7900120995563429,0.6690656589931366,0.10519891770986411,0.3984828591346741,0.02250649260911511
Mushrooms,42,0.9,vpu_nomixup_mean,0.6388075880758808,0.2,0.4388075880758808,Mushrooms_case-control_random_c0.9_seed42_methodprior0.2,0.00021680216802166807,0.275967479023507,0.9997831978319783,0.9996607294317218,1.0,0.999830335934849,1.0,1.0,1.0,1.4326685494640734,1.9099703434822002,0.0009807117808696012,0.6153509616851807,0.0001987172435189715,0.0,-0.09636923276461087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0976874357317699,1.312158247865972,0.0016417724381272611,0.48954373598098755,0.0003412326467566998,0.0,-0.09538461978618916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6297859502366207,0.3703378485910208,0.004188095663602536,0.22865207493305206,0.0008085927549861842
Mushrooms,42,0.9,vpu_nomixup_mean_prior,0.6388075880758808,0.2,0.4388075880758808,Mushrooms_case-control_random_c0.9_seed42_methodprior0.2,0.4388075880758807,0.06050948608858475,0.5611924119241193,1.0,0.313083319192262,0.47686740759886276,0.9935021183087183,0.9962029520007154,0.9780005096407034,2.1729961538343074,3.692315515237596,0.4387800320494304,0.7845157078737338,0.31472715054195244,0.28184615384615386,0.09636923276461087,0.7181538461538461,1.0,0.41507024265644954,0.5866425992779783,0.9931076952946065,0.9924441849624203,0.9721166032953105,2.293895193352205,4.389664349855934,0.3268027839431396,0.7811827717288848,0.23916894793624682,0.27692307692307694,0.09538461978618916,0.7230769230769231,1.0,0.41935483870967744,0.5909090909090909,0.9810246679316887,0.9786754897341217,0.9538461538461539,2.1019013533079174,3.6808757038738653,0.3117440567566798,0.6964393854141235,0.23994936483983145
20News,42,0.1,vpu_nomixup,0.5880662609871535,0.9,0.3119337390128465,20News_case-control_random_c0.1_seed42_methodprior0.9,0.12381676808654496,0.46100405682737233,0.876183231913455,0.9158213474640424,0.8693590112101178,0.8919855489198555,0.9443072055641195,0.9564336681589515,0.897170075651443,0.28113841125964734,0.07460319071054596,0.03979610906617289,0.12418738070954671,0.09202226084437229,0.14710568242166755,-0.3532129486254157,0.8528943175783325,0.8870570866141733,0.8474377056887635,0.8667949026208223,0.9302823915072002,0.9441477340249721,0.8764148764148764,0.2291229643562931,0.061762973290763704,0.03449065542635937,0.1178013415194818,0.1050663522908254,0.07894736842105265,-0.4421052430805407,0.9210526315789473,0.9230769230769231,0.9375,0.9302325581395349,0.9615625,0.9663806300779774,0.9375,0.3969027285340611,0.2088302484005515,0.06382637180126549,0.45013856887817383,0.06786425536878538
